Full Entry,Hansi,Pinyin,OC,PoS,Definitions,MC_BS,MC_Pretty,BS_Gloss,Order
"愚 yú, *ŋo, vst, ‘be stupid, ignorant’: a itr: 人之少也愚(Lü 1.4); b caus: 愚其民 (Yan 8.1); 夫差智太宰嚭而愚子胥(HFei 38); c comp: 君今自閉鉗天下之口而日 益愚 (SJ 101). Ant. 知 [111.3], 智 [72.8].",愚,yú,*ŋo,vst,"‘be stupid, ignorant’: a itr: 人之少也愚 (Lü 1.4); b caus: 愚其民 (Yan 8.1); 夫差智太宰嚭而愚子胥 (HFei 38); c comp: 君今自閉鉗天下之口而日 益愚 (SJ 101). Ant. 知[111.3], 智 [72.8].",ngju,ngȷū,,135906
"廣 guǎng, *kwâŋʔ, vst, ‘be extensive, broad, wide’: a itr: 臺謝甚高，園囿甚廣 (Xun 11); b caus: 是以聖人不高山，不 廣河 (HNan 19). Ant. 狹 [94.7].",廣,guǎng,*kwâŋʔ,vst,"‘be extensive, broad, wide’: a itr: 臺謝甚高，園囿甚廣(Xun 11); b caus: 是以聖人不高山，不 廣河 (HNan 19). Ant. 狹 [94.7].",kwangX,kwáng,wide,135929
"飲 yǐn ,*ʔəmʔ,vn,‘drink’,atr:終日飲酒 (Li 19); b itr: 智伯與襄子飲 (SY 3); 主人 疏食水飲 (Li 22).",飲,yǐn,*ʔəmʔ,vn,"‘drink’,atr:終日飲酒 (Li 19); b itr: 智伯與襄子飲 (SY 3); 主人 疏食水飲 (Li 22).",imX,ı́m,drink (v.),136854
"飲 yìn, *ʔəms, vn [caus < preceding], ‘give to drink’, a tr2: 與犬肉...飲小臣酒 (GY 8.1); b tr, only Oi: 齊王方大飲左右 (Lü 20.6).",飲,yìn,*ʔəms,vn [caus < preceding],"‘give to drink’, a tr2: 與犬肉...飲小臣酒 (GY 8.1); b tr, only Oi: 齊王方大飲左右 (Lü 20.6).",imH,ı̀m,give to drink,136854
"惡 è, *ʔâk, nc, 1 ‘evil, vice’: 為善者得 道，為惡者失道 (SY 16); 2 vst, ‘be bad, evil; ugly’: a itr: 色惡，不食，臭惡，不食 (LY 10.6); b comp: 甲惡於此...衣無 惡於甲矣 (XX 5.10); c mod: 士志於 道，而恥惡衣惡食者，未足與議也 (LY 4.9). Ant. 善 [30.9], 美 [123.3].",惡,è,*ʔâk,nc,"1 ‘evil, vice’: 為善者得 道，為惡者失道 (SY 16); 2 vst, ‘be bad, evil; ugly’: a itr: 色惡，不食，臭惡，不 食 (LY 10.6); b comp: 甲惡於此...衣無 惡於甲矣 (XX 5.10); c mod: 士志於 道，而恥惡衣惡食者，未足與議也 (LY 4.9). Ant. 善 [30.9], 美 [123.3].",ak,ak,"bad, ugly",137038
"惡 wù, *ʔâkh, vn, [< preceding] ‘hate, despise, loathe’, a tr: 惟仁者能好人，能 惡人 (LY 4.3); 其所惡者，吾將改之(XX 4.16); b itr: 衛侯始惡於公叔戍 (Zuo 11.13); 愛親者，不敢惡於人 (XJ 2); c aux: 彼唯人言之惡聞 (Zhuang 18). Syn. 嫉 [38.10], 憎 [61.12]; ant. 好 [38.3]; 欲 [76.7].",惡,wù,*ʔâkh,vn,"[< preceding] ‘hate, despise, loathe’, a tr: 惟仁者能好人，能 惡人 (LY 4.3); 其所惡者，吾將改之 (XX 4.16); b itr: 衛侯始惡於公叔戍 (Zuo 11.13); 愛親者，不敢惡於人(XJ 2); c aux: 彼唯人言之惡聞 (Zhuang 18). Syn. 嫉[38.10], 憎 [61.12]; ant. 好 [38.3]; 欲 [76.7].",uH,ù,hate (v.),137038
"惡 wū,*ʔâ,print,‘where?how?’,aadv:彼 惡知之 (Meng 1A7); 棄父之命，惡用子 矣 (Zuo 2.16); 視父兄與君若其身，惡施 不孝 (Mo 14); b in PrP: 學惡乎始，惡乎 終 (Xun 1); 天下惡乎定 (Meng 1A6).",惡,wū,*ʔâ,print,"‘where?how?’,aadv:彼 惡知之 (Meng 1A7); 棄父之命，惡用子 矣 (Zuo 2.16); 視父兄與君若其身，惡施 不孝(Mo 14); b in PrP: 學惡乎始，惡乎 終 (Xun 1); 天下惡乎定 (Meng 1A6).",u,ū,,137038
"視 shì, *giʔ, vn, ‘look at’, a tr: 視之弗 見，聽之弗聞 (Shi 1); b itr: 視乎不可 見，聽乎不可聞，為乎不可成 (Xun 12); c tr, with C, ‘regard as’: 文王視民如 傷 (Meng 4B20). Cf. note at 見 [147.0].",視,shì,*giʔ,vn,"‘look at’, a tr: 視之弗 見，聽之弗聞 (Shi 1); b itr: 視乎不可 見，聽乎不可聞，為乎不可成 (Xun 12); c tr, with C, ‘regard as’: 文王視民如 傷 (Meng 4B20). Cf. note at 見[147.0].",dzyijX,dz̯ı́ȷ,"look, see",137106
"示 shì,*gih,vn,[caus<視,147.5],‘show, demonstrate’: a tr2: 於是乎大蒐以示之 禮 (Zuo 5.27); 示民有常 (Li 9); b only Oi: 邦之利器不可以示人 (HFei 21); c only Od: 陰相善而陽相惡，以示無私 (HFei 17); d itr: 大史書曰趙盾弒其君，以示 於朝 (Zuo 7.2).",示,shì,*gih,vn,"[caus<視,147.5],‘show, demonstrate’: a tr2: 於是乎大蒐以示之 禮 (Zuo 5.27); 示民有常 (Li 9); b only Oi: 邦之利器不可以示人 (HFei 21); c only Od: 陰相善而陽相惡，以示無私 (HFei 17); d itr: 大史書曰趙盾弒其君，以示 於朝 (Zuo 7.2).",zyijH,z̯ı̀ȷ,show (v.),137135
"椁 guǒ, *kwâk, nc, ‘(outer) coffin’: 古之 喪禮...天子棺槨七重 (Zhuang 33); 顏 淵死，顏路請子之車以為之椁 (LY 11.8).",椁,guǒ,*kwâk,nc,‘(outer) coffin’: 古之 喪禮...天子棺槨七重 (Zhuang 33); 顏 淵死，顏路請子之車以為之椁 (LY 11.8).,kwak,kwak,,138928
"奪 duó, *lôt, 1 vn ‘steal, rob’, a tr: 盜思奪 之矣 (Yi 7); b tr2: 王奪之人， 霸奪之 與， 彊奪之地 (Xun 9); 勿奪其時(Meng 1A3); cf. 5.2.2; c itr: 奪然後義，殺 然後仁 (Xun 13); 怒不過奪，喜不過予 (Xun 2); ant. 與/予 [134.7]; 2 nc, ‘robbery’: 故争奪生而辭讓亡焉 (Xun 23).",奪,duó,*lôt,vn,"‘steal rob’, a tr: 盜思奪 之矣 (Yi 7); b tr2: 王奪之人， 霸奪之與， 彊奪之地 (Xun 9); 勿奪其時 (Meng 1A3); cf. 5.2.2; c itr: 奪然後義，殺 然後仁 (Xun 13); 怒不過奪，喜不過予 (Xun 2); ant. 與/予 [134.7];",dwat,dwat,seize,139126
"奪 duó, *lôt, 1 vn ‘steal, rob’, a tr: 盜思奪 之矣 (Yi 7); b tr2: 王奪之人， 霸奪之 與， 彊奪之地 (Xun 9); 勿奪其時(Meng 1A3); cf. 5.2.2; c itr: 奪然後義，殺 然後仁 (Xun 13); 怒不過奪，喜不過予 (Xun 2); ant. 與/予 [134.7]; 2 nc, ‘robbery’: 故争奪生而辭讓亡焉 (Xun 23).",奪,duó,*lôt,nc,‘robbery’: 故争奪生而辭讓亡焉 (Xun 23).,dwat,dwat,seize,139126
"聽 tīng,*lhêŋ,vn,‘hear;listento’,atr:君 不吾聽 (SY 1); b itr: 政成而民聽 (Zuo 2.2); 視乎不可見，聽乎不可聞，為乎 不可成 (Xun 12). Cf. note at 聞 [128.8].",聽,tīng,*lhêŋ,vn,"‘hear;listento’,atr:君 不吾聽 (SY 1); b itr: 政成而民聽(Zuo 2.2); 視乎不可見，聽乎不可聞，為乎 不可成 (Xun 12). Cf. note at 聞 [128.8].",theng,thēng,listen,139550
"告 gào, *kûkh, vn, ‘inform; announce, tell’, a tr: 反以告商子 (SY 3.6); b tr2: 予之 法制，告之訓典 (Zuo 5.23); c itr: 反以 告乎商子 (SY 3.6).",告,gào,*kûkh,vn,"‘inform; announce, tell’, a tr: 反以告商子 (SY 3.6); b tr2: 予之 法制，告之訓典 (Zuo 5.23); c itr: 反以 告乎商子(SY 3.6).",kawH,kàw,"announce, inform",139624
"賜 cì, *sekh, vn, ‘present, bestow; impart favour,pardon;’,atr:王喜，多賜金錢(SJ 118); b itr: 王雖為之賜，而令吏弗誅 (Lü 1.5); b tr2: 賜母金布 (LNZ 6.2); cf. 5.2.2.",賜,cì,*sekh,vn,"‘present, bestow; impart favour,pardon;’,atr:王喜，多賜金錢(SJ 118); b itr: 王雖為之賜，而令吏弗誅 (Lü 1.5); b tr2: 賜母金布 (LNZ 6.2); cf. 5.2.2.",sjeH,sȷè,give,139733
"錢 qián, *dzan, nc, ‘coin’: 景王二十一 年，將鑄大錢 (GY 3.5); 厚賞賜金錢財 幣 (SJ 60).",錢,qián,*dzan,nc,‘coin’: 景王二十一 年，將鑄大錢 (GY 3.5); 厚賞賜金錢財 幣 (SJ 60).,dzjen,dzȷēn,"coin, money",139753
"弗 fú, *pət, fus [< 不+之], 1 ‘not ...him/ her/it/them’: 女弗能救與 (LY 3.6); 飢者 弗食，勞者弗息 (Meng 1B11); 愛之而弗 仁 (Meng 7A45); 2 adv，in late CC texts occasionally used like 不, without inherent O: 粥羔豚者弗飾賈 (SJ 47); 弗失之矣 (Li 31). Cf. 5.2.3.",弗,fú,*pət,fus [< 不+之],"1 ‘not ...him/ her/it/them’: 女弗能救與 (LY 3.6); 飢者 弗食，勞者弗息 (Meng 1B11); 愛之而弗 仁 (Meng 7A45); 2 adv，in late CC texts occasionally used like 不, without inherent O: 粥羔豚者弗飾賈 (SJ 47); 弗失之矣(Li 31). Cf. 5.2.3.",pjut,pȷut,(negation),139934
"勿 wù, *mət, fus [< 毋之], 1 ‘do not . . . him/her/it/them’: 君其勿許 (Zuo 5.7); 勿奪其時 (Meng 1A3); 2 adv,‘do not’, sometimes used like simple 毋: 王欲行王 政，則勿毀之矣 (Meng 1B5). Cf. 5.2.3 and Box 16.",勿,wù,*mət,fus [< 毋之],"1 ‘do not . . . him/her/it/them’: 君其勿許 (Zuo 5.7); 勿奪其時 (Meng 1A3); 2 adv,‘do not’, sometimes used like simple 毋: 王欲行王 政，則勿毀之矣 (Meng 1B5). Cf. 5.2.3 and Box 16.",mjut,mȷut,don't,139977
"患 huàn, *grôns, vtr, 1 ‘fear, worry, be anxious about’, a tr: 寡人患之，吾將奈 何 (HFei 10); in rhetorical questions: 子何 患焉 (HSWZ 9); 二三子何患乎無君 (Meng 1B15); typically with O clause: 不患 人之不已知，患不知人也 (LY 1.16); 先 王患禮之不達於下也 (Li 9); ‘loathe, take offense’: 宣子驟諫，公患之 (Zuo 7.2); b pass: 故君之所以患於軍者三 (Sun 3); 2 nc, ‘anger, trouble, annoyance, disappointment’: 此人不死，必為吳患 (SJ 31); syn. 憂[61.11].",患,huàn,*grôns,vtr,"1 ‘fear, worry, be anxious about’, a tr: 寡人患之，吾將奈 何 (HFei 10); in rhetorical questions: 子何 患焉(HSWZ 9); 二三子何患乎無君 (Meng 1B15); typically with O clause: 不患 人之不已知，患不知人也 (LY 1.16); 先 王患禮之不達於下也 (Li 9); ‘loathe, take offense’: 宣子驟諫，公患之 (Zuo 7.2); b pass: 故君之所以患於軍者三 (Sun 3); 2 nc, ‘anger, trouble, annoyance, disappointment’: 此人不死，必為吳患 (SJ 31); syn. 憂[61.11].",hwaenH,hwàen,calamity; distress,140082
"亡 wáng, *maŋ, vtr, 1 ‘destroy, annihilate’, a tr: 亡鄧國者，必此人也 (Zuo 3.6); 且天之亡秦，無愚智皆知之 (SJ 7); b pass: 吳其亡乎 (SY 9); 殷兼於周，陳 亡於楚 (SY 8); c mod: 春秋之中，弒君 三十六，亡國五十二 (SY 3); 亡國之虛 則必有數蓋焉 (Xun 31); ‘be doomed’: 亡 國之音哀以思，其民困 (Li 19). Syn. 滅 [85.10]; ant. 存 [39.3].",亡,wáng,*maŋ,vtr,"1 ‘destroy, annihilate’, a tr: 亡鄧國者，必此人也 (Zuo 3.6); 且天之亡秦，無愚智皆知之 (SJ 7); b pass: 吳其亡乎 (SY 9); 殷兼於周，陳 亡於楚 (SY 8); c mod: 春秋之中，弒君 三十六，亡國五十二 (SY 3); 亡國之虛 則必有數蓋焉 (Xun 31); ‘be doomed’: 亡 國之音哀以思，其民困 (Li 19). Syn. 滅 [85.10]; ant. 存 [39.3].",mjang,mȷāng,flee; disappear; die,141248
"亡/亾 wáng, *maŋ, vi, 1 ‘disappear, be lost; flee, go into exile’, a itr: 今亡亦 死，舉大計亦死 (SJ 48); 遂自亡也 (Zuo 7.2); 公子重耳出亡於晉 (XX 5.5); syn. 奔 [37.5], 走 [156.0], 逃 [162.6]; b caus, ‘[make disappear >] lose’: 司馬以 吾故亡其良子 (Zuo 10.21); ant. 存 [39.3]; c mod: 亡人無以爲寶 (Li 42); 2 adv, used to negate the verb 有: 諸侯之相 攻國者亡有 (Mo 14); 故盜賊亾有 (Mozi 4.14); syn. 無 [86.8]; ant. 有 [74.2]; cf. 忘 [61.3].",亡/亾,wáng,*maŋ,vi,"1 ‘disappear, be lost; flee, go into exile’, a itr: 今亡亦死，舉大計亦死 (SJ 48); 遂自亡也 (Zuo 7.2); 公子重耳出亡於晉 (XX 5.5); syn. 奔 [37.5], 走 [156.0], 逃 [162.6]; b caus, ‘[make disappear >] lose’: 司馬以 吾故亡其良子 (Zuo 10.21); ant. 存 [39.3]; c mod: 亡人無以爲寶 (Li 42); 2 adv, used to negate the verb 有: 諸侯之相 攻國者亡有 (Mo 14); 故盜賊亾有 (Mozi 4.14); syn. 無 [86.8]; ant. 有 [74.2]; cf. 忘 [61.3].",mjang,mȷāng,flee; disappear; die,141248
"忘 wàng,*maŋ,vn,‘forget’,atr:余聞而 弗忘 (Zuo 10.3); 回忘禮樂矣 (Zhuang 6); b itr: 回坐忘矣 (Zhuang 6); 不可以須臾忘於法 (SJS 20).",忘,wàng,*maŋ,vn,"‘forget’,atr:余聞而 弗忘 (Zuo 10.3); 回忘禮樂矣 (Zhuang 6); b itr: 回坐忘矣 (Zhuang 6); 不可以須 臾忘於法 (SJS 20).",mjangH,mȷàng,forget,141253
"失 shī, *lhit, vtr, ‘let slip, lose (control of ); neglect, be remiss’, a tr: 為善者得道，為 惡者失道 (SY 16); b pass: 臣聞酒入舌 出，舌出者言失，言失者身棄 (SY 10); c mod: 是故民無廢事，而國無失利也 (Guan 73). Ant. 得 [60.8]; dist. 矢 [111.0].",失,shī,*lhit,vtr,"‘let slip, lose (control of ); neglect, be remiss’, a tr: 為善者得道，為 惡者失道 (SY 16); b pass: 臣聞酒入舌 出，舌出者言失，言失者身棄 (SY 10); c mod: 是故民無廢事，而國無失利也 (Guan 73). Ant. 得 [60.8]; dist. 矢[111.0].",syit,s̯ıt,lose,141265
"毀 huǐ, *hmaiʔ, vtr, ‘destroy, demolish; ruin’, a tr: 家必自毀，而後人毀之 (Meng 4A8); b pass: 龜玉毀於櫝中 (LY 16.1); 械用，則凡非舊器者舉毀 (Xun 9). Ant. 譽 [149.14].",毀,huǐ,*hmaiʔ,vtr,"‘destroy, demolish; ruin’, a tr: 家必自毀，而後人毀之(Meng 4A8); b pass: 龜玉毀於櫝中 (LY 16.1); 械用，則凡非舊器者舉毀 (Xun 9). Ant. 譽 [149.14].",xjweX,xȷwé,demolish,141289
"順 shùn, *m-luns, vn, ‘follow; comply, obey; correspond, be appropriate’, 行歸 而過謂之順，反順為逆(XS 8.3); 能以 事上謂之順 (Xun 9); a tr: 人不我順 (Zuo 9.30); 順風而呼，聲非加疾也 (Xun 1); b itr: 名不正，則言不順 (LY 13.3).",順,shùn,*m-luns,vn,"‘follow; comply, obey; correspond, be appropriate’, 行歸 而過謂之順，反順為逆 (XS 8.3); 能以 事上謂之順(Xun 9); a tr: 人不我順 (Zuo 9.30); 順風而呼，聲非加疾也 (Xun 1); b itr: 名不正，則言不順 (LY 13.3).",zywinH,z̯wı̀n,follow; obey,141425
"忍 rěn, *nənʔ, vn,‘[be indifferent (to) >] endure; be hard-hearted’, a tr: 天子不忍 小忿 (Zuo 5.24); 不忍人，必自忍也 (GY 7.6); b itr: 臣固知王之不忍也 (Meng 1A7); c aux: 余不女忍殺 (Zuo 10.1).",忍,rěn,*nənʔ,vn,"‘[be indifferent (to) >] endure; be hard-hearted’, a tr: 天子不忍 小忿 (Zuo 5.24); 不忍人，必自忍也 (GY 7.6); b itr: 臣固知王之不忍也 (Meng 1A7); c aux: 余不女忍殺(Zuo 10.1).",nyinX,n̯ı́n,cruel,141446
"詐 zhà,*tsrâkh,vn,1‘cheat,deceive’,atr: 我無爾詐 (Zuo 7.15); b itr: 今之愚也詐而 已矣 (LY 17.16); 毋敢詐偽 (Li 6); 2 nc, ‘falsehood, deceit, fraud’: 久矣哉，由之 行詐也 (LY 9.12).",詐,zhà,*tsrâkh,vn,"1‘cheat,deceive’,atr: 我無爾詐 (Zuo 7.15); b itr: 今之愚也詐而 已矣 (LY 17.16); 毋敢詐偽 (Li 6); 2 nc, ‘falsehood, deceit, fraud’: 久矣哉，由之 行詐也 (LY 9.12).",tsraeH,tṣàe,treacherous,141469
"諸 zhū, *ta, fus [< 之乎], 1 O and prep, ‘it in/on/at’: 舉 直錯 諸 枉 (LY 12.22); cf. 8.2.5; 2 O and ptint, ‘it?’: 湯放桀，武王伐 紂，有諸 (Meng 1B15); cf. 5.3.1 and Box 16.",諸,zhū,*ta,fus [< 之乎],"1 O and prep, ‘it in/on/at’: 舉 直 錯 諸 枉 (LY 12.22); cf. 8.2.5; 2 O and ptint, ‘it?’: 湯放桀，武王伐 紂，有諸(Meng 1B15); cf. 5.3.1 and Box 16.",tsyo,ts̯ō,many,142654
"諸 zhū, *ta, [perhaps < 多] prind, ‘all (the)’, only mod: 國之諸市，履賤踴貴 (Zuo 10.3); 諸先生以文學取 (HFei 49); 諸天下之士 (Lü 18.7). Cf. Box 28 and 諸 侯 [149.8].",諸,zhū,*ta,[perhaps < 多] prind,"‘all (the)’, only mod: 國之諸市，履賤踴貴 (Zuo 10.3); 諸先生以文學取 (HFei 49); 諸天下之士 (Lü 18.7). Cf. Box 28 and 諸 侯 [149.8].",tsyo,ts̯ō,many,142654
"取/趣 qǔ, *tshoʔ, vn, 1 ‘choose, select; take, seize, conquer’, a tr: 鄭人取貨於印 氏 (Zuo 9.26); 非擇而取之(Meng 1B14); 耳目鼻口不知所取去 (HNan 14); cf. 8.2.4; b itr: 輕取於其民而重致於其君 (Guan 14); 興兵而伐，必取(SJS 3); c pass (!): 諸先生以文學取 (HFei 49); 2 nc, ‘choice, preference’: 法趣上下四相反也 (HFei 49); 孰計之，然後定其欲惡取舍 (Xun 12). Ant. 去 [28.3], 致 [133.4], 舍 [135.2].",取/趣,qǔ,*tshoʔ,vn,"1 ‘choose, select; take, seize, conquer’, a tr: 鄭人取貨於印 氏 (Zuo 9.26); 非擇而取之 (Meng 1B14); 耳目鼻口不知所取去 (HNan 14); cf. 8.2.4; b itr: 輕取於其民而重致於其君 (Guan 14); 興兵而伐，必取 (SJS 3); c pass (!): 諸先生以文學取 (HFei 49); 2 nc, ‘choice, preference’: 法趣上下四相反也 (HFei 49); 孰計之，然後定其欲惡取舍 (Xun 12). Ant. 去 [28.3], 致 [133.4], 舍 [135.2].",tshjuX,tshȷú,take,142885
"桀 Jié, *gat, np, the last Xia king: 湯放 桀，武王伐紂(Meng 1B15).",桀,Jié,*gat,np,the last Xia king: 湯放 桀，武王伐紂 (Meng 1B15).,gjet,gȷet,remarkable; hero,142990
"紂 Zhòu, *druʔ, np, the last Shang king: 湯放桀，武王伐紂 (Meng 1B15); 桀紂暴 亂，而湯武征伐 (HFei 49). Cf. Focus 7.",紂,Zhòu,*druʔ,np,the last Shang king: 湯放桀，武王伐紂 (Meng 1B15); 桀紂暴 亂，而湯武征伐 (HFei 49). Cf. Focus 7.,drjuwX,ḍȷúw,leather belt used on the rump of a horse hitched to a cart; name of last Shāng ruler,143038
"滕 Téng, *ləŋ̂ , np, a polity: 滕小國 也，間於齊楚(Meng 1B13). Note: Teng was a small polity in southeastern Shandong ruled by the Ji 姬 clan; it was annihilated by Song in 316 bc.",滕,Téng,*ləŋ̂,np,a polity: 滕小國 也，間於齊楚(Meng 1B13). Note: Teng was a small polity in southeastern Shandong ruled by the Ji 姬 clan; it was annihilated by Song in 316 bc.,dong,dōng,,143097
"求 qiú, *gu, vn, ‘search, seek, strive for, demand’, a tr: 唯敵是求 (Zuo 7.12); 虎求 百獸而食之 (ZGC 14.3); with infinitive O: 求致社稷之福 (HFei 49); b itr: 先生 非求於人，人則獻之 (SY 4); c pseudo-tr: 國之所以求民者少 (SJS 6).",求,qiú,*gu,vn,"‘search, seek, strive for, demand’, a tr: 唯敵是求 (Zuo 7.12); 虎求 百獸而食之 (ZGC 14.3); with infinitive O: 求致社稷之福 (HFei 49); b itr: 先生 非求於人，人則獻之(SY 4); c pseudo-tr: 國之所以求民者少 (SJS 6).",gjuw,gȷūw,seek,143138
"救 jiù, *kuh, vn, ‘save, rescue, relieve (from)’, a tr: 諸侯之兵皆至救天子 (Lü 22.3); 湯之時，民樂其救之於患害也(CQFL 1); b itr: 山澤救於火，草木植 成，國之富也 (Guan 4); 今人不務使患 無生，而務施救於患 (Wen 7); c pseudo-tr: 明主救天下之禍，安天下之危者也 (Guan 20.64); 是救病而飲之以堇也 (Lü 4.2).",救,jiù,*kuh,vn,"‘save, rescue, relieve (from)’, a tr: 諸侯之兵皆至救天子(Lü 22.3); 湯之時，民樂其救之於患害也 (CQFL 1); b itr: 山澤救於火，草木植 成，國之富也 (Guan 4); 今人不務使患 無生，而務施救於患 (Wen 7); c pseudo-tr: 明主救天下之禍，安天下之危者也 (Guan 20.64); 是救病而飲之以堇也 (Lü 4.2).",kjuwH,kȷùw,"help, save",143158
"叛/畔 pàn, *bâns, vn, ‘transgress; rebel, separate from, defect’, a tr: 君子博 學於文，約之以禮，亦可以弗畔矣夫(LY 6.27); 吾聞忠不畔上，勇不畏死 (HSWZ 9); b itr: 燕人畔(Meng 2B9).",叛/畔,pàn,*bâns,vn,"‘transgress; rebel, separate from, defect’, a tr: 君子博學於文，約之以禮，亦可以弗畔矣夫 (LY 6.27); 吾聞忠不畔上，勇不畏死 (HSWZ 9); b itr: 燕人畔 (Meng 2B9).",banH,bàn,,146409
"帥/率 shuài, *srut(s), vn, ‘command, lead’, tr: 命子封帥車二百乘以伐京 (Zuo 1.1); 天子作師，公帥之，以征不德 (GY 5.2); 越王句踐率其眾以朝吳 (SJ 31).",帥/率,shuài,*srut(s),vn,"‘command, lead’, tr: 命子封帥車二百乘以伐京 (Zuo 1.1); 天子作師，公帥之，以征不德 (GY 5.2); 越王句踐率其眾以朝吳 (SJ 31).",srwijH,ṣwı̀ȷ,leader (of an army),146416
"帥/率 shuài, *sruts, nc, ‘commander, leader, officer’: 三軍可奪帥也，匹夫不 可奪志也 (LY 9.26); 將率不能則兵弱(Xun10). Syn. 將 [41.8]; dist. 師 [50.7].",帥/率,shuài,*sruts,nc,"‘commander, leader, officer’: 三軍可奪帥也，匹夫不 可奪志也 (LY 9.26); 將率不能則兵弱 (Xun10). Syn. 將[41.8]; dist. 師 [50.7].",srwijH,ṣwı̀ȷ,leader (of an army),146416
"匹夫 pıf̌ ū, *phit-pa, nc, ‘simple man, ordinary man’: 匹夫不可奪志也 (LY 9.26); 匹夫有私便，人主有公利 (HFei 47).",匹夫,pıf̌ ū,*phit-pa,nc,"‘simple man, ordinary man’: 匹夫不可奪志也 (LY 9.26); 匹夫有私便，人主有公利 (HFei 47).",phjit bju,phȷıt bȷū,/,146420
"和 hé, *(g)wâi, vn, 1 ‘be harmonious, peaceful, in accord’, a itr: 夫妻不和，家 室大凶 (SY 10.7); 君子和而不同，小人 同而不和 (LY 13.23); 西周欲和于楚韓 (ZGC 1.4); b tr: 遽和東周 (ZGC 1.27); 2 nc, ‘harmony’: 禮之用，和為貴 (LY 1.12); 剛柔得適謂之和，反和為乖 (XS 8.3). Syn. 睦[109.8].",和,hé,*(g)wâi,vn,"1 ‘be harmonious, peaceful, in accord’, a itr: 夫妻不和，家 室大凶 (SY 10.7); 君子和而不同，小人 同而不和(LY 13.23); 西周欲和于楚韓 (ZGC 1.4); b tr: 遽和東周(ZGC 1.27); 2 nc, ‘harmony’: 禮之用，和為貴 (LY 1.12); 剛柔得適謂之和，反和為乖 (XS 8.3). Syn. 睦 [109.8].",hwa,hwā,harmonious,149791
